cast,genres,movie_id,original_title,plot
"['Leelee Sobieski', 'Diane Lane', 'Stellan Ska...","['Drama', 'Thriller']",2176,The Glass House,After the parents of Ruby and her younger brot...
"['Josh Brolin', 'George Clooney', 'Alden Ehren...","['Comedy', 'Drama', 'Mystery']",270487,"Hail, Caesar!","Tells the comedic tale of Eddie Mannix, a fixe..."
"['Rachael Leigh Cook', 'Rosario Dawson', 'Tara...","['Comedy', 'Music']",19366,Josie and the Pussycats,"Josie, Melody and Val are three small-town gir..."
"['Jason Statham', 'James Franco', 'Izabela Vid...","['Action', 'Thriller']",204082,Homefront,Phil Broker is a former DEA agent who has gone...
"['Richard E. Grant', 'Jonathan Lipnicki', 'Jim...","['Family', 'Horror']",24100,The Little Vampire,"Based on the popular books, the story tells of..."
"['Jason Schwartzman', 'Dustin Hoffman', 'Lily ...","['Comedy', 'Romance']",1599,I Heart Huckabees,"A husband-and-wife team play detective, but no..."
"['Robert John Burke', 'Nancy Allen', 'Mario Ma...","['Action', 'Adventure', 'Crime']",5550,RoboCop 3,The mega corporation Omni Consumer Products is...
"['Michael York', 'Michael Biehn', 'Diane Venora']","['Action', 'Science Fiction', 'Thriller']",30379,Megiddo: The Omega Code 2,Stone (the Antichrist) becomes President of th...
"['Julie Andrews', 'Rock Hudson', 'Jeremy Kemp']","['Drama', 'Comedy', 'Thriller']",42586,Darling Lili,Set in Paris during World War I. Lili Smith/Sc...
"['Brendan Fraser', 'Sarah Jessica Parker', 'Al...","['Comedy', 'Family', 'Romance']",17709,Dudley Do-Right,Based on the 60's-era cartoon of the same name...
"['Ed Skrein', 'Ray Stevenson', 'Loan Chabanol']","['Thriller', 'Action', 'Crime']",287948,The Transporter Refueled,The fast-paced action movie is again set in th...
"['Johnny Depp', 'Samantha Morton', 'John Malko...","['Drama', 'Romance']",7548,The Libertine,"The story of John Wilmot, a.k.a. the Earl of R..."
"['Carice van Houten', 'Sebastian Koch', 'Thom ...","['Drama', 'Thriller', 'War']",9075,Zwartboek,In the Nazi-occupied Netherlands during World ...
"['Diane Kruger', 'Natalie Dessay', 'Benno Fürm...","['Romance', 'Drama', 'History']",11661,Joyeux Noël,"In 1914, World War I, the bloodiest war ever a..."
"['Kristen Bell', 'Dax Shepard', 'Tom Arnold']","['Action', 'Comedy', 'Romance']",109513,Hit & Run,Former getaway driver Charlie Bronson jeopardi...
"['Diane Keaton', 'Queen Latifah', 'Katie Holmes']","['Action', 'Comedy', 'Crime']",12085,Mad Money,Three female employees of the Federal Reserve ...
"['Nicole Kidman', 'Colin Firth', 'Mark Strong']","['Mystery', 'Thriller']",204922,Before I Go to Sleep,"A woman wakes up every day, remembering nothin..."
"['Roy Scheider', 'Bruno Cremer', 'Francisco Ra...","['Action', 'Thriller', 'Adventure']",38985,Sorcerer,Four exiled international criminals on the run...
"['Frances Conroy', 'Robert De Niro', 'Edward N...",['Drama'],44113,Stone,Parole officer Jack Mabry has only a few weeks...
"['Romain Duris', 'Fabrice Luchini', 'Edouard B...","['Romance', 'Drama', 'Comedy']",21494,Molière,"Molière, a down-and-out actor-cum-playwright u..."
"['Christian Bale', 'Zoe Saldana', 'Woody Harre...","['Thriller', 'Drama', 'Crime']",164457,Out of the Furnace,Two brothers live in the economically-depresse...
"['George Clooney', 'Tom Wilkinson', 'Tilda Swi...","['Drama', 'Mystery', 'Crime']",4566,Michael Clayton,A law firm brings in its 'fixer' to remedy the...
"['Jack Lemmon', 'James Garner', 'Dan Aykroyd']","['Comedy', 'Drama']",17795,My Fellow Americans,They used to run the country. Now they're runn...
"['Jeff Bridges', 'Tim Robbins', 'Joan Cusack']","['Drama', 'Thriller', 'Mystery']",1073,Arlington Road,Threats from sinister foreign nationals aren't...
"['Juan José Campanella', 'Diego Ramos', 'Pablo...","['Animation', 'Adventure', 'Romance']",153158,Metegol,In the small village where Amadeo lives there ...
"['Ellen Page', 'Woody Allen', 'Jesse Eisenberg']","['Romance', 'Comedy']",81836,To Rome with Love,Four tales unfold in the Eternal City: While v...
"['Clint Eastwood', 'Freddie Jones', 'David Huf...","['Science Fiction', 'Action', 'Adventure']",10724,Firefox,The Soviets have developed a revolutionary new...
"['Trey Parker', 'Matt Stone', 'Mary Kay Bergman']","['Animation', 'Comedy', 'Music']",9473,"South Park: Bigger, Longer & Uncut",When the four boys see an R-rated movie featur...
"['Matthew Macfadyen', 'Keeley Hawes', 'Andy Ny...","['Comedy', 'Drama']",2196,Death at a Funeral,Chaos ensues when a man tries to expose a dark...
"['Paige Turco', 'Stuart Wilson', 'Sab Shimono']","['Action', 'Adventure', 'Comedy']",1499,Teenage Mutant Ninja Turtles III,The four turtles travel back in time to the da...
"['Keanu Reeves', 'Diane Lane', 'Michael B. Jor...","['Comedy', 'Romance']",20857,Hardball,"An aimless young man who is scalping tickets, ..."
"['Bradley Cooper', 'Jennifer Lawrence', 'Rober...","['Drama', 'Comedy', 'Romance']",82693,Silver Linings Playbook,After spending eight months in a mental instit...
"['Hilary Swank', 'Scott Glenn', 'Imelda Staunt...","['Crime', 'Drama']",1646,Freedom Writers,A young teacher inspires her class of at-risk ...
"['Kimberly Elise', 'Janet Jackson', 'Loretta D...",['Drama'],44944,For Colored Girls,About existence from the perspective of 20 nam...
"['Jason Statham', 'Shu Qi', 'François Berléand']","['Action', 'Crime', 'Thriller']",4108,The Transporter,"Former Special Forces officer, Frank Martin wi..."
"['Sean Faris', 'Amber Heard', 'Cam Gigandet']","['Drama', 'Action']",8456,Never Back Down,Rebellious Jake Tyler is lured into an ultimat...
"['Emily Bergl', 'Jason London', 'Amy Irving']","['Horror', 'Thriller', 'Science Fiction']",7341,The Rage: Carrie 2,"After the suicide of her only friend, Rachel h..."
"['John Krasinski', 'Maya Rudolph', 'Carmen Ejo...","['Drama', 'Comedy', 'Romance']",19255,Away We Go,Verona and Burt have moved to Colorado to be c...
"['Kevin Costner', 'Madeline Carroll', 'Paula P...","['Drama', 'Comedy']",10187,Swing Vote,"In a remarkable turn of events, the result of ..."
"['Jake Gyllenhaal', 'Dustin Hoffman', 'Susan S...","['Romance', 'Drama']",31005,Moonlight Mile,As he copes with the death of his fiancee alon...
"['John Hurt', 'Gary Oldman', 'Kathy Burke']","['Drama', 'Thriller', 'Mystery']",49517,Tinker Tailor Soldier Spy,"Recently-retired MI6 agent, George Smiley is d..."
"['Elisabeth Shue', 'Aaron Eckhart', 'Jill Henn...","['Drama', 'Comedy', 'Romance']",44857,Molly,Molly McKay is a profoundly autistic twenty-so...
"['Jodie Foster', 'Mel Gibson', 'Jennifer Lawre...",['Drama'],50780,The Beaver,"Suffering from a severe case of depression, to..."
"['Burt Reynolds', 'Dolly Parton', 'Dom DeLuise']",['Comedy'],16363,The Best Little Whorehouse in Texas,The town sheriff and a madame team up to stop ...
"['Jennifer Jason Leigh', 'Jude Law', 'Ian Holm']","['Action', 'Thriller', 'Science Fiction']",1946,eXistenZ,A game designer on the run from assassins must...
"['Harrison Ford', 'Karen Allen', 'Paul Freeman']","['Adventure', 'Action']",85,Raiders of the Lost Ark,When Dr. Indiana Jones – the tweed-suited prof...
"['Macaulay Culkin', 'Joe Pesci', ""Catherine O'...","['Comedy', 'Family', 'Adventure']",772,Home Alone 2: Lost in New York,"Instead of flying to Florida with his folks, K..."
"['Richard Dreyfuss', 'François Truffaut', 'Ter...","['Science Fiction', 'Drama']",840,Close Encounters of the Third Kind,"After an encounter with UFOs, a line worker fe..."
"['Kristen Bell', 'Ian Somerhalder', 'Christina...","['Horror', 'Thriller']",9682,Pulse,When their computer hacker friend accidentally...
"['Eddie Murphy', 'Judge Reinhold', 'John Ashton']","['Action', 'Comedy', 'Crime']",96,Beverly Hills Cop II,"Detroit cop, Axel Foley heads for the land of ..."
"['Steve Martin', 'Queen Latifah', 'Eugene Levy']",['Comedy'],10678,Bringing Down the House,"Straight-laced lawyer, Peter Sanderson (Steve ..."
"['Jodie Foster', 'Anthony Hopkins', 'Scott Gle...","['Crime', 'Drama', 'Thriller']",274,The Silence of the Lambs,"FBI trainee, Clarice Starling ventures into a ..."
"['Mike Myers', 'Dana Carvey', 'Rob Lowe']","['Music', 'Comedy']",8872,Wayne's World,When a sleazy TV exec offers Wayne and Garth a...
"['Johnny Knoxville', 'Bam Margera', 'Ryan Dunn']","['Comedy', 'Documentary', 'Action']",16290,Jackass 3D,Jackass 3D is a 3-D film and the third movie o...
"['Roy Scheider', 'Lorraine Gary', 'Murray Hami...","['Horror', 'Thriller']",579,Jaws 2,Police chief Brody must protect the citizens o...
"['Drew Barrymore', 'Piper Perabo', 'Andy García']","['Adventure', 'Comedy', 'Family']",14405,Beverly Hills Chihuahua,A pampered Beverly Hills chihuahua named Chloe...
"['Patrick Wilson', 'Vera Farmiga', 'Lili Taylor']","['Horror', 'Thriller']",138843,The Conjuring,Paranormal investigators Ed and Lorraine Warre...
"['Ice Cube', 'Nia Long', 'Aleisha Allen']","['Adventure', 'Comedy', 'Family']",11637,Are We There Yet?,"The fledgling romance between Nick, a playboy ..."
"['Melissa McCarthy', 'Susan Sarandon', 'Kathy ...",['Comedy'],226486,Tammy,After losing her job and learning that her hus...
"['Jack Black', 'Joan Cusack', 'Mike White']","['Comedy', 'Music']",1584,School of Rock,"Fired from his band and hard up for cash, guit..."
"['Christopher Lambert', 'Robin Shou', 'Linden ...","['Action', 'Fantasy']",9312,Mortal Kombat,For nine generations an evil sorcerer has been...
"['Shawn Wayans', 'Marlon Wayans', 'Jaime King']",['Comedy'],12153,White Chicks,"Two FBI agent brothers, Marcus and Kevin Copel..."
"['George Clooney', 'Shailene Woodley', 'Amara ...","['Comedy', 'Drama']",65057,The Descendants,With his wife Elizabeth on life support after ...
"['Sigourney Weaver', 'Jon Voight', 'Tim Blake ...","['Adventure', 'Family', 'Drama']",8326,Holes,Stanley's family is cursed with bad luck. Unfa...
"['Miley Cyrus', 'Greg Kinnear', 'Bobby Coleman']","['Drama', 'Family', 'Romance']",35690,The Last Song,A drama centered on a rebellious girl who is s...
"['Chiwetel Ejiofor', 'Michael Fassbender', ""Lu...","['Drama', 'History']",76203,12 Years a Slave,"In the pre-Civil War United States, Solomon No..."
"['Nick Cannon', 'Zoe Saldana', 'Orlando Jones']","['Drama', 'Romance', 'Comedy']",13497,Drumline,A fish-out-of-water comedy about a talented st...
"['Tyler Perry', 'Janet Jackson', 'Jill Scott']","['Comedy', 'Romance']",35688,Why Did I Get Married Too?,Four couples reunite for their annual vacation...
"['Johnny Depp', 'Winona Ryder', 'Dianne Wiest']","['Fantasy', 'Drama', 'Romance']",162,Edward Scissorhands,A small suburban town receives a visit from a ...
"['Emilia Clarke', 'Sam Claflin', 'Janet McTeer']","['Drama', 'Romance']",296096,Me Before You,A small town girl is caught between dead-end j...
"['Tyler Perry', 'Eugene Levy', 'Denise Richards']","['Drama', 'Comedy', 'Crime']",103370,Madea's Witness Protection,A Wall Street investment banker who has been s...
"['Gene Hackman', 'Fernando Rey', 'Roy Scheider']","['Action', 'Crime', 'Thriller']",1051,The French Connection,Tough narcotics detective 'Popeye' Doyle is in...
"['Mila Kunis', 'Kristen Bell', 'Kathryn Hahn']",['Comedy'],376659,Bad Moms,When three overworked and under-appreciated mo...
"['Alyson Hannigan', 'Adam Campbell', 'Sophie M...",['Comedy'],10073,Date Movie,Spoof of romantic comedies which focuses on a ...
"['Harriet Owen', 'Blayne Weaver', 'Jeff Bennett']","['Adventure', 'Fantasy', 'Animation']",16690,Return to Never Land,The classic tale of 'Peter Pan' continues in D...
"['David Oyelowo', 'Tom Wilkinson', 'Carmen Ejo...","['History', 'Drama']",273895,Selma,"""Selma,"" as in Alabama, the place where segreg..."
"['John Goodman', 'Haley Joel Osment', 'Mae Whi...","['Family', 'Animation', 'Adventure']",14873,The Jungle Book 2,"Mowgli, missing the jungle and his old friends..."
"['Emily Deschanel', 'Barry Watson', 'Skye McCo...","['Thriller', 'Horror', 'Drama']",8968,Boogeyman,Every culture has one – the horrible monster f...
"['Sandra Bullock', 'Julian McMahon', 'Courtney...","['Thriller', 'Drama', 'Mystery']",9963,Premonition,A depressed housewife who learns her husband w...
"['Jim Cummings', 'Nikita Hopkins', 'Ken Sansom']","['Animation', 'Family']",15655,The Tigger Movie,"As it happens, everybody - Pooh, Piglet, Eeyor..."
"['Vera Farmiga', 'Peter Sarsgaard', 'Isabelle ...","['Horror', 'Thriller', 'Mystery']",21208,Orphan,A married couple with a rocky past adopt 9-yea...
"['Thomas Haden Church', 'Josh Wiggins', 'Laure...","['Adventure', 'Drama', 'Family']",272878,Max,A dog that helped soldiers in Afghanistan retu...
"['Kal Penn', 'Adam Campbell', 'Jennifer Coolid...","['Action', 'Adventure', 'Comedy']",9760,Epic Movie,"When Edward, Peter, Lucy and Susan each follow..."
"['Mark Ruffalo', 'Michael Keaton', 'Rachel McA...","['Drama', 'Thriller', 'History']",314365,Spotlight,The true story of how The Boston Globe uncover...
"['Samuel L. Jackson', 'Patrick Wilson', 'Kerry...","['Drama', 'Crime', 'Thriller']",13279,Lakeview Terrace,A young interracial couple has just moved into...
"['Sarah Michelle Gellar', 'Amber Tamblyn', 'Ed...","['Horror', 'Thriller']",1975,The Grudge 2,"In Tokyo, a young woman is exposed to the same..."
"['Angela Bassett', 'Taye Diggs', 'Whoopi Goldb...","['Comedy', 'Drama', 'Romance']",33644,How Stella Got Her Groove Back,"Through good times and bad, Stella and Delilah..."
"['Keanu Reeves', 'Alex Winter', 'George Carlin']","['Adventure', 'Comedy', 'Family']",1649,Bill & Ted's Bogus Journey,Amiable slackers Bill and Ted are once again r...
"['Robin Williams', 'Christopher Walken', 'Laur...","['Comedy', 'Drama', 'Romance']",9895,Man of the Year,The irreverent host of a political satire talk...
"['Maximilian Schell', 'Anthony Perkins', 'Robe...","['Adventure', 'Family', 'Science Fiction']",9570,The Black Hole,The explorer craft U.S.S. Palomino is returnin...
"['George Clooney', 'Violante Placido', 'Thekla...","['Crime', 'Drama', 'Thriller']",27579,The American,Dispatched to a small Italian town to await fu...
"['Jennifer Lopez', 'Edward James Olmos', 'Cons...",['Drama'],16052,Selena,"In this biographical drama, Selena Quintanilla..."
"['Chris Riggi', 'Matt Lanter', 'Jenn Proske']","['Horror', 'Comedy']",40264,Vampires Suck,"Becca, an anxious, non-vampire teen is torn be..."
"['Brad Pitt', 'Cate Blanchett', 'Gael García B...",['Drama'],1164,Babel,Tragedy strikes a married couple on vacation i...
"['Jason Bateman', 'Tina Fey', 'Adam Driver']","['Drama', 'Comedy']",239678,This Is Where I Leave You,"When their father passes away, four grown, wor..."
"['Meryl Streep', 'Philip Seymour Hoffman', 'Am...","['Drama', 'Mystery']",14359,Doubt,"In 1964, a Catholic school nun questions a pri..."
"['Trey Parker', 'Matt Stone', 'Kristen Miller']","['Music', 'Adventure', 'Animation']",3989,Team America: World Police,Team America World Police follows an internati...
"['Alexandra Daddario', 'Dan Yeager', 'Bill Mos...","['Horror', 'Thriller']",76617,Texas Chainsaw 3D,A young woman learns that she has inherited a ...
"['Sigourney Weaver', 'Holly Hunter', 'Will Pat...","['Drama', 'Thriller']",1710,Copycat,An agoraphobic psychologist and a female detec...
"['Simon Rex', 'Ashley Tisdale', 'Charlie Sheen']",['Comedy'],4258,Scary Movie 5,"Home with their newly-formed family, happy par..."
"['Lee Marvin', 'Clint Eastwood', 'Jean Seberg']","['Drama', 'Action', 'Comedy']",20391,Paint Your Wagon,A Michigan farmer and a prospector form a part...
"['Sean Penn', 'Emile Hirsch', 'James Franco']","['History', 'Drama']",10139,Milk,The story of California's first openly gay ele...
"['Tom Felton', 'Cliff Curtis', 'Joseph Fiennes']",['Action'],335778,Risen,Follows the epic Biblical story of the Resurre...
"['Gabriel Byrne', 'Julianna Margulies', 'Desmo...","['Horror', 'Mystery', 'Thriller']",9645,Ghost Ship,After discovering a passenger ship missing sin...
"['Neil Patrick Harris', 'John Cho', 'Elias Kot...",['Comedy'],55465,A Very Harold & Kumar Christmas,"Six years have elapsed since Guantanamo Bay, l..."
"['Matt Dillon', 'Kevin Bacon', 'Denise Richards']","['Crime', 'Drama', 'Mystery']",617,Wild Things,When teen-socialite Kelly Van Ryan (Richards) ...
"['Dylan Walsh', 'Sela Ward', 'Penn Badgley']","['Horror', 'Thriller', 'Mystery']",19904,The Stepfather,Michael Harding (Penn Badgley) returns home fr...
"['Helen Mirren', 'Ciarán Hinds', 'Tom Wilkinson']","['Drama', 'Thriller']",48289,The Debt,Rachel Singer is a former Mossad agent who tri...
"['John Cusack', 'Iben Hjejle', 'Todd Louiso']","['Comedy', 'Drama', 'Romance']",243,High Fidelity,When record store owner Rob Gordon gets dumped...
"['Shannyn Sossamon', 'Edward Burns', 'Ana Clau...","['Horror', 'Mystery', 'Thriller']",6933,One Missed Call,Several people start receiving voice-mails fro...
"['Sally Field', 'Kiefer Sutherland', 'Ed Harris']","['Drama', 'Thriller']",17182,Eye for an Eye,It's fire and brimstone time as grieving mothe...
"['Jason Statham', 'Saffron Burrows', 'Stephen ...","['Thriller', 'Crime', 'Drama']",8848,The Bank Job,Terry is a small-time car dealer trying to lea...
"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst']","['Science Fiction', 'Drama', 'Romance']",38,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend u..."
"['Kristen Bell', 'Sigourney Weaver', 'Betty Wh...","['Comedy', 'Romance']",38303,You Again,History -- make that high school -- may repeat...
